FID,OBJECTID,SHAPE,BEZ,STRNAM,HNR,HNR_BIS,FUNDKATEGORIE,FUNDE,DATIERUNG,SE_ANNO_CAD_DATA
FUNDPUNKTEOGD.4541211,4541211,POINT (16.39255890399794 48.200528021321915),3,Landstraßer Hauptstraße,80,,"Einzel-, Streufund",Glas,unbekannt,
FUNDPUNKTEOGD.4541212,4541212,POINT (16.394290605471273 48.19304999122581),3,Steingasse,25,,Siedlungsbefund,"Holzkohle, Knochen, Münzen, Keramik, Terra Sigillata, Grube",Römerzeit,
FUNDPUNKTEOGD.4541213,4541213,POINT (16.426479103220064 48.16444545932624),11,Simmeringer Hauptstraße,168,188,"Einzel-, Streufund","Eisen, Fibeln",Römerzeit,
FUNDPUNKTEOGD.4541214,4541214,POINT (16.370020899070756 48.2129908323026),1,Passauer Platz,5,,Siedlungsbefund,"Ziegel, Keramik",unbekannt,
FUNDPUNKTEOGD.4541215,4541215,POINT (16.38826933937049 48.19250409389484),3,Hohlweggasse,7,,Siedlungsbefund,"Keramik, Waffenstücke, Terra Sigillata, Tierknochen",Römerzeit,
FUNDPUNKTEOGD.4541216,4541216,POINT (16.36441114221101 48.208520796117334),1,Ballhausplatz,,,Siedlungsbefund,"Mauerwerk, Grundstein, Münzen, Medaille",Neuzeit,
FUNDPUNKTEOGD.4541217,4541217,POINT (16.386102251549918 48.19404147101589),3,Fasangasse,4,,Siedlungsbefund,"Mauerwerk, Brandgräber, Terra Sigillata, Terra Nigra, Amphoren, Ziegel mit Stempel, Knochen, Kupfer",Römerzeit,
FUNDPUNKTEOGD.4541218,4541218,POINT (16.36811690070562 48.21283196408427),1,Wipplingerstraße,25,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4541219,4541219,POINT (16.3994958298926 48.19649776697811),3,St.-Nikolaus-Platz,,,"Einzel-, Streufund",Keramik,Urgeschichte,
FUNDPUNKTEOGD.4541220,4541220,POINT (16.378858069334285 48.20952677691625),1,Postgasse,6,8,Grabbefund,"Ziegel, Keramik, Menschenskelette, Glas, Steinkistengrab, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541221,4541221,POINT (16.385485862850395 48.195810788734185),3,Rechte Bahngasse,50,,"Einzel-, Streufund","Tierknochen, Holzkohle, Ziegelbruch, Keramik, Glas",Römerzeit,
FUNDPUNKTEOGD.4541222,4541222,POINT (16.386025146886453 48.19296939299598),3,Fasangasse,,,"Einzel-, Streufund","Ziegel, Keramik, Knochen, Kupfer, Glas, Münze, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4541223,4541223,POINT (16.365557777079403 48.21213819163599),1,Freyung,6a,,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4541224,4541224,POINT (16.38859784464151 48.194013919049276),3,Rennweg,36,,Siedlungsbefund,"Ziegel, Keramik, Tierknochen, Straße",Römerzeit,
FUNDPUNKTEOGD.4541225,4541225,POINT (16.36864130617246 48.2126382470812),1,Wipplingerstraße (Hohe Brücke),19,21,Siedlungsbefund,"Mauerwerk, Straße, Kanal, Torturm, Architekturteile, Ziegel mit Stempel",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541226,4541226,POINT (16.370992237744364 48.21146341325342),1,Jordangasse,2,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4541227,4541227,POINT (16.35886767628002 48.18166902809147),5,Wiedner Hauptstraße,141,143,"Einzel-, Streufund","Urkunden, Münzen",Neuzeit,
FUNDPUNKTEOGD.4541228,4541228,POINT (16.368807164738094 48.2100656729029),1,Seitzergasse,2,,Siedlungsbefund,"Münzen, Brunnen, Mauerwerk, Terra Sigillata",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541229,4541229,POINT (16.368023713799452 48.20749076554476),1,Stallburggasse,4,,"Einzel-, Streufund","Münze, Glas, Keramik, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4541230,4541230,POINT (16.370036145783644 48.20669454136828),1,Spiegelgasse,15,,Siedlungsbefund,"Keramik, Münze, Gruben, Terra Sigillata, Glas",Römerzeit,
FUNDPUNKTEOGD.4541231,4541231,POINT (16.369151008955747 48.20483869651358),1,Albertinaplatz,,,Siedlungsbefund,"Terra Sigillata, Glas, Keramik, Straße",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541232,4541232,POINT (16.295373701842536 48.23874919831344),18,Schafberg (Siedlung Schafberghöhe Parzelle 11),,,"Einzel-, Streufund","Münzen, Zinnkrug, blecherne Feldflasche",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541233,4541233,POINT (16.34111361256961 48.240476131466686),19,Krottenbachstraße,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541234,4541234,POINT (16.473656816130575 48.1592636791903),11,Kaiser-Ebersdorfer-Straße (Kaiserebersdorfer Schloß),297,,Grabbefund,"Menschensklelett, Keramik, Metall, Mauerwerk, Gräber, Tierknochen",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541235,4541235,POINT (16.365253243109272 48.20839508551708),1,Schauflergasse,6,,Siedlungsbefund,"Keramik, Terra Sigillata, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4541236,4541236,POINT (16.36799077451968 48.207095009981124),1,Stallburggasse,5,,Grabbefund,Grabstelen,Römerzeit,
FUNDPUNKTEOGD.4541237,4541237,POINT (16.364407526004772 48.212119117896194),1,Freyung (Schottenkirche),6,7,Grabbefund,"Ziegel, Keramik, Mauerwerk, Knochen",Römerzeit,
FUNDPUNKTEOGD.4541238,4541238,POINT (16.36537460665067 48.20830771256112),1,Schauflergasse,,,Siedlungsbefund,"Münzen, Betonfundament, Straße",Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4541240,4541240,POINT (16.422172012743832 48.168200915891624),11,Simmeringer Hauptstraße,142,150,Siedlungsbefund,"Straße, Graben",Mittelalter,
FUNDPUNKTEOGD.4541241,4541241,POINT (16.368638707961864 48.2063433639381),1,Dorotheergasse (Versatzamt),17,,Grabbefund,"Gräber, Gruben, Keramik, Glas, Ziegel, Tierknochen, Terra Sigillata, Münzen, Gesichtsurne, Bronzefibeln",Römerzeit,
FUNDPUNKTEOGD.4541242,4541242,POINT (16.368433056054634 48.20973205831057),1,Naglergasse,2,,Siedlungsbefund,Estrichstück,Römerzeit,
FUNDPUNKTEOGD.4541243,4541243,POINT (16.37003808434874 48.21352431357019),1,Salzgries,23,,Siedlungsbefund,Mauerwerk,Mittelalter,
FUNDPUNKTEOGD.4541244,4541244,POINT (16.408675484968942 48.17449850562997),11,Geiselbergstraße,56,,"Einzel-, Streufund","Bronze, Schmuck, Keramik, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4541245,4541245,POINT (16.409543670306036 48.18015112338293),11,Simmeringer Hauptstraße,36,40,Fossilfund,Fossil (Mammutzahn),unbekannt,
FUNDPUNKTEOGD.4541246,4541246,POINT (16.421104848632417 48.17000243458359),11,Simmeringer Hauptstraße,157,159,"Einzel-, Streufund",Keramik,Neuzeit,
FUNDPUNKTEOGD.4541247,4541247,POINT (16.473656816130575 48.1592636791903),11,Kaiser-Ebersdorfer-Straße (Schloß Kaiserebersdorf),297,,Grabbefund,"Menschenskelette, Gräber",Neuzeit,
FUNDPUNKTEOGD.4541248,4541248,POINT (16.41235277798815 48.17553107204304),11,Enkplatz,4,,"Einzel-, Streufund",Keramik,Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541249,4541249,POINT (16.46622040056688 48.16161724793885),11,Kimmerlgasse,2,,"Einzel-, Streufund","Tierknochen, Holz, Eisennägel",Neuzeit,
FUNDPUNKTEOGD.4541250,4541250,POINT (16.41570327882847 48.17461058853392),11,Simmeringer Hauptstraße,92,94,Siedlungsbefund,Grenzstein,Neuzeit,
FUNDPUNKTEOGD.4541251,4541251,POINT (16.467488689588208 48.16099032188929),11,Sellingergasse,6,,"Einzel-, Streufund",Portallöwe aus Stein,Neuzeit,
FUNDPUNKTEOGD.4541252,4541252,POINT (16.363040095866104 48.21079905327188),1,Schenkenstraße,8,,Siedlungsbefund,"Terra Nigra, Keramik, Knochen, Grube",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4541253,4541253,POINT (16.3673860117504 48.211541261209305),1,Am Hof,7,,Siedlungsbefund,Mauerwerk,Neuzeit,
FUNDPUNKTEOGD.4541254,4541254,POINT (16.37445824217766 48.21052908406979),1,Rotenturmstraße,19,21,Siedlungsbefund,Architekturteile (Röhrenstücke aus Ton),Römerzeit,
FUNDPUNKTEOGD.4541255,4541255,POINT (16.37575477963784 48.21106437041755),1,Rotenturmstraße,20,,Siedlungsbefund,"Gruben, Keramik",Mittelalter,
FUNDPUNKTEOGD.4541256,4541256,POINT (16.374499836640304 48.21019344334992),1,Rotenturmstraße,10,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4541257,4541257,POINT (16.36857883805054 48.21209434618351),1,Am Hof,10,,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541258,4541258,POINT (16.402626388362123 48.1963994834614),3,Hainburger Straße,57,,"Einzel-, Streufund",Eberzähne,unbekannt,
FUNDPUNKTEOGD.4541259,4541259,POINT (16.38548485118252 48.20541529124383),3,Invalidenstraße,13,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4541260,4541260,POINT (16.389471335785625 48.19130654146673),3,Kleistgasse,12,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541261,4541261,POINT (16.372113946282187 48.20876717098866),1,Stephansplatz,9,,"Einzel-, Streufund",Grabstein,Römerzeit,
FUNDPUNKTEOGD.4541262,4541262,POINT (16.36996697440704 48.20832229879651),1,Graben,12,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4541263,4541263,POINT (16.411243803255946 48.178597697489266),11,Rautenstrauchgasse,1,,Grabbefund,Gräber,Römerzeit,
FUNDPUNKTEOGD.4541264,4541264,POINT (16.369752481789554 48.209923334494206),1,Tuchlauben,6,,"Einzel-, Streufund",Ziegelrohre,unbekannt,
FUNDPUNKTEOGD.4541265,4541265,POINT (16.39380713967458 48.1925566675487),3,Rennweg,79,81,Siedlungsbefund,"Grube, Ofen, Keramik, Amphoren, Terra Sigillata, Tierknochen, Münzen, Terra Nigra, Lampen",Römerzeit,
FUNDPUNKTEOGD.4541266,4541266,POINT (16.385172206268166 48.18922606911645),3,Fasangasse,46,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541267,4541267,POINT (16.385601698348875 48.19319136737254),3,Gerlgasse,1,,"Einzel-, Streufund",silberne Münze,unbekannt,
FUNDPUNKTEOGD.4541268,4541268,POINT (16.394862885566113 48.192817206938045),3,Hafengasse,10,,Siedlungsbefund,"Terra Sigillata, Tierknochen, Glas, Grube",Römerzeit,
FUNDPUNKTEOGD.4541269,4541269,POINT (16.39409698996576 48.20352341363337),3,Kundmanngasse,19,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4541270,4541270,POINT (16.368647298802703 48.211413288698346),1,Am Hof,12,,Siedlungsbefund,Mauerwerk,unbekannt,
FUNDPUNKTEOGD.4541271,4541271,POINT (16.36829060319107 48.21098953878809),1,Am Hof,1,,Siedlungsbefund,"Architekturteile, Gräber, Mauerwerk",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4541272,4541272,POINT (16.37087950608746 48.21018578119455),1,Brandstätte,9,10,"Einzel-, Streufund","Ziegel, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541273,4541273,POINT (16.38438344054391 48.196223021173694),3,Rennweg,31,,Grabbefund,"Keramik, Terra Sigillata, Ziegel, Menschenskelett, Grab",Römerzeit,
FUNDPUNKTEOGD.4541239,4541239,POINT (16.370899799483485 48.20875954060995),1,Goldschmiedgasse,7,,"Einzel-, Streufund",Ziegel mit Stempel (10. Legion),Römerzeit,
FUNDPUNKTEOGD.4541274,4541274,POINT (16.370228720229786 48.208610004494346),1,Graben,29,,Siedlungsbefund,Ziegel mit Stempel (13. Leg; Ant Tiber Vindob),Römerzeit,
FUNDPUNKTEOGD.4541275,4541275,POINT (16.369720543789565 48.21252166359008),1,Schwertgasse,2,,"Einzel-, Streufund","Votivaltar, Statue",Römerzeit,
FUNDPUNKTEOGD.4541276,4541276,POINT (16.378305909874122 48.207918336679505),1,Wollzeile,21,35,Siedlungsbefund,"Gruben, Keramik",Mittelalter,
FUNDPUNKTEOGD.4541277,4541277,POINT (16.372596710386468 48.21125013608679),1,Hoher Markt (Berghof),8,9,Siedlungsbefund,"Ziegel (13. Leg), Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541278,4541278,POINT (16.372694290139822 48.2107242717752),1,Hoher Markt,3,,"Einzel-, Streufund","Ziegel (14. Legion, coh I Sag)",Römerzeit,
FUNDPUNKTEOGD.4541279,4541279,POINT (16.373612614967804 48.21055975993279),1,Hoher Markt (Fischhof),11,12,Siedlungsbefund,"Ziegel, Keramik, Reibschalen, Kanal",Römerzeit,
FUNDPUNKTEOGD.4541280,4541280,POINT (16.368991054862946 48.201676129897336),1,Elisabethstraße,1,,Grabbefund,Gräber,Neuzeit,
FUNDPUNKTEOGD.4541281,4541281,POINT (16.373846529979843 48.21174930597265),1,Judengasse,9,11,"Einzel-, Streufund",Ziegel (13. Legion),Römerzeit,
FUNDPUNKTEOGD.4541282,4541282,POINT (16.37198650373758 48.20843845467533),1,Stephansplatz,11,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4541283,4541283,POINT (16.37293611248324 48.20688513327119),1,Weihburggasse,,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4541284,4541284,POINT (16.3714641877553 48.21203892484003),1,Salvatorgasse (Salvatorkirche),5,,Siedlungsbefund,Estrichprobe,Neuzeit,
FUNDPUNKTEOGD.4541285,4541285,POINT (16.37140969666584 48.208517827407135),1,Goldschmiedgasse,3,,Siedlungsbefund,Ziegel mit Stempel (13. Leg.),Römerzeit,
FUNDPUNKTEOGD.4541286,4541286,POINT (16.369784655526377 48.21035931624046),1,Steindlgasse,2,,"Einzel-, Streufund",Lanzenspitze,Urgeschichte,
FUNDPUNKTEOGD.4541287,4541287,POINT (16.37347268209957 48.2116697481218),1,Sterngasse,3,,Siedlungsbefund,"Ziegel, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4541288,4541288,POINT (16.372628653652185 48.21227337389206),1,Vorlaufstraße,1,,"Einzel-, Streufund",Ziegel mit Stempel (13. Legion),Römerzeit,
FUNDPUNKTEOGD.4541289,4541289,POINT (16.37021015422576 48.209990909677174),1,Kühfußgasse,1,,Siedlungsbefund,"Ziegel, Mauerwerk, Lehmbewurf",Römerzeit,
FUNDPUNKTEOGD.4541290,4541290,POINT (16.37157826925537 48.21044933892573),1,Wildpretmarkt,5,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4541291,4541291,POINT (16.371677787132537 48.2115445919344),1,Wipplingerstraße,4,,"Einzel-, Streufund",Glasfläschchen,Römerzeit,
FUNDPUNKTEOGD.4541292,4541292,POINT (16.368434453576562 48.21293823802694),1,Wipplingerstraße,24,,Siedlungsbefund,"Mauerwerk, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4541293,4541293,POINT (16.369914174063688 48.209869417724136),1,Milchgasse,1,2,"Einzel-, Streufund",Terra Sigillata,Römerzeit,
FUNDPUNKTEOGD.4541294,4541294,POINT (16.393834173698245 48.19195662465518),3,Hafengasse,20,,"Einzel-, Streufund","Terra Sigillata, Keramik",Römerzeit,
FUNDPUNKTEOGD.4541295,4541295,POINT (16.32633289413537 48.18168753202103),12,Rosasgasse,4,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4541296,4541296,POINT (16.371662938612218 48.21167016878109),1,Wipplingerstraße,4,,Siedlungsbefund,"Ziegel mit Stempel (10. Leg.), Tonröhre, Glas, Keramik, Kachel",Römerzeit,
FUNDPUNKTEOGD.4546625,4546625,POINT (16.37186507462382 48.210794679577795),1,Landskrongasse,3,5,"Einzel-, Streufund","Keramik, Ziegel mit Stempel (10. Legion)",Römerzeit,
FUNDPUNKTEOGD.4546626,4546626,POINT (16.335082203879825 48.20180338071126),15,Märzpark,,,Grabbefund,"Menschenskelette, Mauerwerk",Neuzeit,
FUNDPUNKTEOGD.4546627,4546627,POINT (16.368355869519586 48.20928784198285),1,Kohlmarkt,1,,"Einzel-, Streufund",Ofenkacheln,Neuzeit,
FUNDPUNKTEOGD.4546628,4546628,POINT (16.3723918032092 48.210396151150725),1,Landskrongasse,1,,"Einzel-, Streufund",Architekturteile,Römerzeit,
FUNDPUNKTEOGD.4546629,4546629,POINT (16.37258528160107 48.20197174207449),1,Kärntner Ring,11,13,"Einzel-, Streufund","Keramik, Terra Sigillata",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4546630,4546630,POINT (16.370651867026403 48.203406668909686),1,Walfischgasse,2,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546631,4546631,POINT (16.370479725795356 48.20369684198225),1,Kärntner Straße,49,,Grabbefund,"Terra Sigillata, Ziegel, Steinkistengrab",Römerzeit,
FUNDPUNKTEOGD.4546632,4546632,POINT (16.3705449286969 48.20382992224317),1,Kärntner Straße,47,,Grabbefund,"Keramik, Halskette, Brandgräber",Römerzeit,
FUNDPUNKTEOGD.4546633,4546633,POINT (16.369107159988555 48.21298533336178),1,Tiefer Graben,32,,Siedlungsbefund,"Ziegel, Keramik, Mauerwerk",unbekannt,
FUNDPUNKTEOGD.4546634,4546634,POINT (16.36747801979232 48.212953224664574),1,Renngasse,14,,Siedlungsbefund,"Straße, Keramik, Ziegel (u. a. 14. Legion)",Römerzeit,
FUNDPUNKTEOGD.4546635,4546635,POINT (16.368253145120118 48.2035899266471),1,Operngasse,4,,"Einzel-, Streufund",Keramik,unbekannt,
FUNDPUNKTEOGD.4546636,4546636,POINT (16.372782800949093 48.208767733125214),1,Stephansplatz,,,"Einzel-, Streufund",Bauinschrift,Römerzeit,
FUNDPUNKTEOGD.4546637,4546637,POINT (16.36651842280897 48.20234591531365),1,Elisabethstraße,12,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4546638,4546638,POINT (16.371297646368696 48.20383877762611),1,Krugerstraße,8,,Siedlungsbefund,"Keramik, Menschenskelett, Gruben",Römerzeit,
FUNDPUNKTEOGD.4546639,4546639,POINT (16.37200087683905 48.20387723124763),1,Krugerstraße,13,,"Einzel-, Streufund","Keramik, Gruben",Römerzeit/Mittelalter,
FUNDPUNKTEOGD.4546640,4546640,POINT (16.370852980527292 48.205897695869155),1,Neuer Markt,5,,Grabbefund,Gräber,Römerzeit,
FUNDPUNKTEOGD.4546641,4546641,POINT (16.371981464286424 48.2082349756549),1,Stephansplatz,2,3,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4546642,4546642,POINT (16.366618127172767 48.19240053789363),4,Wiedner Hauptstraße,52,54,"Einzel-, Streufund",Steinkugel,unbekannt,
FUNDPUNKTEOGD.4546643,4546643,POINT (16.351323849880707 48.18576772694634),5,Arbeitergasse,29,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546644,4546644,POINT (16.351943965373607 48.180527810719575),5,Margaretengürtel,76,,"Einzel-, Streufund",Schwert,Mittelalter,
FUNDPUNKTEOGD.4546645,4546645,POINT (16.371053501119615 48.202302538889555),1,Kärntner Ring,1,15,Siedlungsbefund,Mauerwerk,Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4546646,4546646,POINT (16.422029562415407 48.16895888638461),11,Simmeringer Hauptstraße,171,,Siedlungsbefund,Mauerwerk,Römerzeit,
FUNDPUNKTEOGD.4546647,4546647,POINT (16.36084539677558 48.18345543686756),5,Wiedner Hauptstraße (ehem. Palais Sulkowski),123,,"Einzel-, Streufund","Münzen, Inschriftentafel",Neuzeit,
FUNDPUNKTEOGD.4546648,4546648,POINT (16.390614375742842 48.21647894714159),2,Franzensbrückenstraße,4,16,Siedlungsbefund,"Keramik, Tierknochen, Glas, eiserne Kugel",Mittelalter/Neuzeit,
FUNDPUNKTEOGD.4546649,4546649,POINT (16.34194630615128 48.196510657203596),7,Mariahilfer Straße,120,,Grabbefund,"Gräber,Menschenskelette, Glas, Keramik",unbekannt,
FUNDPUNKTEOGD.4546650,4546650,POINT (16.378276222141714 48.208319265323894),1,Postgasse,,,"Einzel-, Streufund",Keramik,Mittelalter,
FUNDPUNKTEOGD.4546651,4546651,POINT (16.37074665985403 48.2126133328182),1,Salvatorgasse,9,12,Siedlungsbefund,"Tierknochen, Ziegel, Architekturteile, Tonrohre",Römerzeit,
FUNDPUNKTEOGD.4546652,4546652,POINT (16.34569466316023 48.19794060103726),7,Zieglergasse,6,,"Einzel-, Streufund","Keramik, Terra Sigillata, Spiegel",Römerzeit,
FUNDPUNKTEOGD.4546653,4546653,POINT (16.362585101260358 48.20424850563804),1,Burgring,5,,"Einzel-, Streufund",Münzen,Mittelalter,
FUNDPUNKTEOGD.4546654,4546654,POINT (16.371651229574976 48.20524520944274),1,Johannesgasse,3,,Siedlungsbefund,"Gruben, Keramik, Terra Sigillata, Glas",Römerzeit,
FUNDPUNKTEOGD.4546655,4546655,POINT (16.36219853874375 48.2076835286714),1,Volksgarten (Theseustempel),,,Siedlungsbefund,"Keramik, Ziegel (10. Legion), Grube",Römerzeit,
FUNDPUNKTEOGD.4546656,4546656,POINT (16.368694194734108 48.20959487404753),1,Tuchlauben,2,,Siedlungsbefund,"Terra Sigillata, Dachziegel, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4546657,4546657,POINT (16.331167901011813 48.219698815905),17,Hormayrgasse,10,,"Einzel-, Streufund",Steinblock mit Herculesrelief,Römerzeit,
FUNDPUNKTEOGD.4546658,4546658,POINT (16.332883983489857 48.217749150664154),17,Hernalser Hauptstraße,67,,Siedlungsbefund,"Ziegel, Keramik",Römerzeit,
FUNDPUNKTEOGD.4546659,4546659,POINT (16.335876810249264 48.21694439426488),17,Hernalser Hauptstraße,43,,"Einzel-, Streufund",Ziegel,Römerzeit,
FUNDPUNKTEOGD.4546660,4546660,POINT (16.327594373247383 48.21911215938131),17,Hernalser Hauptstraße,98,,Grabbefund,Brandgrab,Römerzeit,
FUNDPUNKTEOGD.4546661,4546661,POINT (16.337139445139876 48.21644976375969),17,Palffygasse,17,,Grabbefund,"Skelett, Keramik",unbekannt,
FUNDPUNKTEOGD.4546662,4546662,POINT (16.33325440101034 48.21627445458326),17,Steinergasse,21,,Siedlungsbefund,"Mauerwerk, Ziegel",Römerzeit,
FUNDPUNKTEOGD.4546663,4546663,POINT (16.374721953125427 48.209085854236115),1,Wollzeile,7,,Siedlungsbefund,"Keramik, Terra Sigillata, Wandverputz, Glas, Ziegel mit Stempel (10. Legion)",Römerzeit,
FUNDPUNKTEOGD.4546664,4546664,POINT (16.36682237357884 48.2127876836261),1,Hohenstaufengasse,1,3,"Einzel-, Streufund","Keramik, Terra Sigillata",Römerzeit,
FUNDPUNKTEOGD.4546665,4546665,POINT (16.358846906462876 48.20082675189248),6,Mariahilfer Straße,19,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546666,4546666,POINT (16.34207247717415 48.1895035648203),6,Mollardgasse,87,,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4546667,4546667,POINT (16.344195436962135 48.19432786209587),6,Stumpergasse,42,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546668,4546668,POINT (16.352438498075564 48.21468980992571),8,Alser Straße,17,,"Einzel-, Streufund",Sandstein mit Eisenring,unbekannt,
FUNDPUNKTEOGD.4546669,4546669,POINT (16.351062227865526 48.20643854111942),8,Lerchenfelder Straße (ehem. Rotenhof),26,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546670,4546670,POINT (16.347909225568863 48.2067480943454),8,Lerchenfelder Straße,52,,"Einzel-, Streufund",Keramik,Römerzeit,
FUNDPUNKTEOGD.4546671,4546671,POINT (16.351501118023876 48.22719147624789),9,Lustkandlgasse,26,28,"Einzel-, Streufund","Münzen, Keramik",Neuzeit,
FUNDPUNKTEOGD.4546672,4546672,POINT (16.357710590442036 48.22680628938203),9,Marktgasse,21,23,"Einzel-, Streufund",Münzen,Römerzeit,
FUNDPUNKTEOGD.4546673,4546673,POINT (16.354696438138458 48.230694570634185),9,Viriotgasse,1,3,"Einzel-, Streufund","Münzen, Grundstein",Neuzeit,
FUNDPUNKTEOGD.4546674,4546674,POINT (16.313607382483468 48.210868173457726),16,Hasnerstraße,127,,"Einzel-, Streufund","Ziegel, Mauerwerk",Römerzeit,
FUNDPUNKTEOGD.4546675,4546675,POINT (16.358899371059668 48.21964549729384),9,Wasagasse,33,,Siedlungsbefund,"Mauerwerk, Ziegel",Neuzeit,
FUNDPUNKTEOGD.4546676,4546676,POINT (16.329812238279395 48.212807704248696),16,Lindauergasse,25,,"Einzel-, Streufund",Münze,Neuzeit,
FUNDPUNKTEOGD.4546677,4546677,POINT (16.393531086424286 48.21302834416346),2,Schüttelstraße,,,"Einzel-, Streufund",Münzen,Römerzeit/Neuzeit,
FUNDPUNKTEOGD.4546678,4546678,POINT (16.377253673442063 48.213030057434544),2,Marienbrücke,,,"Einzel-, Streufund",Münze,Römerzeit,
FUNDPUNKTEOGD.4546679,4546679,POINT (16.459075398455226 48.188124117965344),2,Praterspitz,,,"Einzel-, Streufund",Lochaxt,Urgeschichte,
FUNDPUNKTEOGD.4546680,4546680,POINT (16.43897350904611 48.19251224823864),2,Prater (Lusthaus),,,"Einzel-, Streufund","Keramik, Knochen, Steingefäß, Pfeifenkopf",Neuzeit,
